State,Crop,Season,SoilType,FarmingMethod,IrrigationType,FertilizerUsed,PesticideUsed,ImprovedSeed,Temperature(°C),Humidity(%),FarmExperience(Years),NumWorkers,CreditAccess,ExtensionServices,PreviousYield(tons/ha),YieldCategory,Rainfall(mm)_log,SoilPH_log,Fertilizer(kg/ha)_log,Pesticide(L/ha)_log,DistanceToMarket(km)_log,PlantingDensity(plants/ha)_log,ActualYield(tons/ha)_log,FarmSize(Hectares)_log,FarmAccessComfort,EnvironmentComfort,SoilIndex,IncreaseRate
Sokoto,Soybean,Dry Season,Sandy,Rain-Fed,Drip,No,Yes,Yes,29.6,76.2,16,1,0,1,3.66,Medium,6.949,1.936,3.886,1.203,2.646,10.741,1.16,0.358,0.135,0.388,1.194,3.66
Kano,Wheat,Rainy Season,Clay,Irrigation,Sprinkler,Yes,Yes,Yes,23.7,37.8,12,5,0,1,1.85,Medium,6.655,1.966,3.932,1.714,2.501,10.287,1.399,1.191,0.476,0.627,1.128,0.37
Sokoto,Wheat,Dry Season,Loamy,Rain-Fed,Drip,No,Yes,Yes,29.2,70.9,6,1,1,0,2.11,Medium,6.984,1.92,4.475,1.442,2.625,11.063,1.351,1.621,0.618,0.412,1.092,2.11
Adamawa,Yam,Rainy Season,Silt,Irrigation,Sprinkler,Yes,No,Yes,25.5,99.0,0,3,1,0,2.6,Medium,6.989,1.959,3.924,1.316,3.239,10.747,1.418,1.583,0.489,0.258,1.188,0.867
Niger,Millet,Rainy Season,Clay,Irrigation,Flood,Yes,Yes,Yes,25.7,60.6,0,2,0,1,2.15,Medium,6.939,1.995,4.788,1.91,3.472,11.066,1.666,0.959,0.276,0.424,1.023,1.075
Taraba,Rice,Dry Season,Clay,Rain-Fed,Sprinkler,Yes,Yes,Yes,29.1,51.2,9,5,0,0,3.08,Medium,6.556,2.012,4.129,1.511,2.442,10.951,1.447,1.914,0.784,0.568,1.068,0.616
Sokoto,Millet,Rainy Season,Loamy,Mixed,Sprinkler,Yes,No,No,25.9,41.8,8,1,1,0,0.2,Medium,7.14,1.788,4.545,1.275,2.89,10.44,1.615,0.723,0.25,0.62,1.127,0.2
Kano,Cowpea,Dry Season,Sandy,Rain-Fed,Sprinkler,No,Yes,No,31.2,75.9,0,4,0,0,3.92,Low,6.787,1.929,3.64,1.27,3.063,10.781,0.99,0.9,0.294,0.411,1.219,0.98
Kebbi,Maize,Rainy Season,Clay,Mixed,Flood,Yes,No,Yes,35.4,41.8,10,3,1,1,4.59,Medium,6.685,1.887,4.004,1.292,1.609,11.107,1.221,0.329,0.204,0.847,1.135,1.53
Jigawa,Wheat,Rainy Season,Sandy,Rain-Fed,Flood,Yes,Yes,No,28.17,55.9,3,3,1,1,0.34,Medium,7.276,2.039,4.373,0.99,1.96,10.728,1.389,1.295,0.661,0.504,1.135,0.113
Kaduna,Sorghum,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,29.6,59.5,12,3,1,1,3.41,High,7.231,1.808,4.667,1.656,3.3,11.267,1.936,1.169,0.354,0.497,1.117,1.137
Plateau,Millet,Rainy Season,Sandy,Rain-Fed,Flood,Yes,Yes,Yes,28.9,48.9,19,3,0,0,3.59,Medium,6.021,2.05,4.596,1.652,3.89,11.162,1.454,0.888,0.228,0.591,0.906,1.197
Bauchi,Cassava,Dry Season,Clay,Irrigation,Flood,Yes,No,Yes,25.2,84.4,10,4,1,0,4.06,High,6.772,1.993,4.108,1.619,0.693,11.06,1.81,2.17,3.131,0.299,1.11,1.015
Katsina,Sorghum,Dry Season,Loamy,Mixed,Flood,No,Yes,No,25.9,60.9,13,2,0,0,3.7,Medium,6.965,1.898,4.467,1.386,2.272,10.775,1.631,0.9,0.396,0.425,1.094,1.85
Benue,Millet,Dry Season,Clay,Mixed,Flood,No,Yes,Yes,19.4,70.2,11,4,1,1,1.8,Low,6.629,2.213,4.491,0.815,2.041,11.178,0.986,0.765,0.375,0.276,0.989,0.45
Bauchi,Cassava,Rainy Season,Silt,Irrigation,Flood,Yes,No,No,29.8,53.1,24,1,1,0,3.33,Medium,6.814,1.933,4.329,1.34,2.791,10.802,1.554,0.723,0.259,0.561,1.088,3.33
Benue,Maize,Rainy Season,Loamy,Irrigation,Flood,No,No,No,36.7,70.2,18,2,1,0,1.94,Medium,6.77,1.892,3.643,1.8,3.388,10.821,1.511,0.56,0.165,0.523,1.223,0.97
Katsina,Wheat,Rainy Season,Sandy,Rain-Fed,Sprinkler,No,Yes,No,24.1,70.8,0,4,1,1,2.52,Medium,7.173,2.059,4.541,0.0,3.045,11.073,1.452,1.068,0.351,0.34,1.087,0.63
Sokoto,Soybean,Dry Season,Clay,Rain-Fed,Sprinkler,Yes,No,Yes,30.9,63.5,21,2,1,1,2.78,Medium,7.024,1.982,4.734,0.658,1.705,11.309,1.311,0.095,0.056,0.487,1.046,1.39
Kaduna,Soybean,Rainy Season,Clay,Irrigation,Drip,No,Yes,No,32.9,84.9,18,2,0,1,0.97,Low,6.467,1.664,4.094,1.102,2.175,10.52,1.008,0.457,0.21,0.388,1.123,0.485
Sokoto,Millet,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,29.7,57.4,7,1,0,1,2.57,Medium,7.041,1.926,4.426,1.662,3.782,11.194,1.504,0.565,0.149,0.517,1.108,2.57
Adamawa,Wheat,Rainy Season,Clay,Irrigation,Drip,No,No,No,31.5,50.9,0,1,1,0,1.59,Low,7.046,2.078,3.077,1.541,2.351,10.932,0.982,1.037,0.441,0.619,1.367,1.59
Adamawa,Millet,Rainy Season,Loamy,Irrigation,Drip,Yes,No,Yes,21.7,97.5,0,6,1,0,3.03,High,6.847,2.028,4.722,0.199,0.678,10.996,1.89,1.701,2.509,0.223,1.014,0.505
Adamawa,Maize,Rainy Season,Clay,Rain-Fed,Sprinkler,Yes,Yes,Yes,28.3,76.0,0,4,0,1,2.45,Medium,6.861,1.802,4.905,0.751,2.715,10.448,1.623,0.27,0.099,0.372,1.023,0.612
Jigawa,Cassava,Rainy Season,Sandy,Rain-Fed,Flood,Yes,No,No,18.2,67.8,10,3,1,1,3.8,Medium,6.727,1.988,4.233,1.163,2.617,11.159,1.497,0.412,0.157,0.268,1.081,1.267
Plateau,Wheat,Rainy Season,Loamy,Rain-Fed,Drip,Yes,Yes,Yes,25.0,56.8,5,4,1,0,1.94,Medium,6.053,2.022,4.509,0.88,0.875,10.699,1.286,1.23,1.406,0.44,0.927,0.485
Kaduna,Sorghum,Dry Season,Clay,Rain-Fed,Drip,Yes,No,Yes,26.1,74.1,16,3,0,1,5.6,Medium,6.231,1.927,4.472,0.0,3.174,10.958,1.562,0.61,0.192,0.352,0.974,1.867
Gombe,Cassava,Rainy Season,Sandy,Irrigation,Flood,No,Yes,Yes,26.9,48.8,11,6,1,0,5.16,Medium,6.609,1.856,4.282,2.015,0.693,11.103,1.169,1.04,1.501,0.551,1.077,0.86
Gombe,Sorghum,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,22.8,48.2,0,5,1,0,2.05,High,7.246,2.045,4.329,1.79,3.105,11.248,1.595,1.97,0.634,0.473,1.137,0.41
Bauchi,Sorghum,Rainy Season,Loamy,Mixed,Drip,Yes,Yes,Yes,33.0,75.7,7,7,0,1,1.69,Medium,6.782,1.889,4.114,1.554,0.693,10.677,1.697,1.273,1.837,0.436,1.13,0.241
Katsina,Maize,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,No,Yes,26.0,57.2,13,4,0,0,4.6,Medium,6.908,1.939,4.371,1.677,3.353,10.929,1.953,1.509,0.45,0.455,1.095,1.15
Yobe,Rice,Rainy Season,Clay,Rain-Fed,Drip,Yes,No,Yes,30.6,56.8,4,2,1,0,3.53,Medium,6.849,2.016,4.256,1.635,3.619,10.936,1.25,1.482,0.41,0.539,1.092,1.765
Adamawa,Rice,Dry Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,26.5,84.9,14,4,1,1,1.74,High,6.841,2.033,4.523,1.918,2.351,10.823,1.876,1.522,0.647,0.312,1.043,0.435
Adamawa,Wheat,Rainy Season,Loamy,Mixed,Flood,Yes,No,No,28.7,79.2,6,5,1,0,1.77,Low,6.311,2.003,4.484,1.896,1.668,11.111,0.837,2.17,1.301,0.362,0.973,0.354
Yobe,Cowpea,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,25.9,75.8,19,8,1,0,2.5,High,6.993,2.069,3.983,1.828,3.203,10.502,1.79,0.438,0.137,0.342,1.155,0.312
Sokoto,Groundnut,Rainy Season,Clay,Irrigation,Drip,Yes,No,Yes,28.4,53.5,9,2,1,1,2.89,High,7.159,1.82,4.34,0.0,2.923,10.964,1.803,0.871,0.298,0.531,1.162,1.445
Zamfara,Rice,Dry Season,Sandy,Irrigation,Flood,Yes,No,Yes,23.2,81.4,22,10,1,0,3.0,Medium,6.685,1.989,4.971,1.085,2.588,10.237,1.466,0.457,0.177,0.285,0.96,0.3
Kano,Wheat,Rainy Season,Loamy,Irrigation,Sprinkler,No,Yes,Yes,31.2,68.7,15,6,1,0,6.1,Medium,6.729,1.758,3.564,1.71,0.693,10.972,1.635,1.694,2.444,0.454,1.264,1.017
Kebbi,Sorghum,Rainy Season,Loamy,Mixed,Sprinkler,Yes,Yes,No,29.0,66.4,0,2,0,0,1.93,Medium,6.83,2.026,3.235,0.77,2.534,11.006,1.599,0.588,0.232,0.437,1.298,0.965
Jigawa,Soybean,Rainy Season,Clay,Irrigation,Drip,Yes,Yes,No,27.4,62.7,22,5,1,0,2.43,Medium,6.456,2.02,4.85,1.227,3.616,10.888,1.109,0.239,0.066,0.437,0.94,0.486
Taraba,Rice,Rainy Season,Sandy,Rain-Fed,Flood,Yes,No,Yes,29.6,71.3,12,1,0,0,4.64,Medium,6.751,1.95,4.19,1.468,3.512,10.452,1.609,2.155,0.614,0.415,1.1,4.64
Kebbi,Maize,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,26.1,62.1,5,3,1,1,1.2,Medium,6.901,1.939,4.759,0.88,2.809,10.642,1.639,1.409,0.502,0.42,1.03,0.4
Plateau,Wheat,Rainy Season,Sandy,Irrigation,Flood,No,Yes,Yes,28.0,83.0,4,2,1,1,1.89,Medium,6.708,1.911,3.936,0.0,2.986,11.305,1.141,0.419,0.14,0.337,1.147,0.945
Sokoto,Groundnut,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,28.0,63.0,20,5,0,0,2.09,Medium,6.815,2.087,4.678,1.454,3.447,10.954,1.138,1.327,0.385,0.444,1.007,0.418
Jigawa,Millet,Rainy Season,Clay,Rain-Fed,Drip,Yes,Yes,Yes,31.5,71.3,5,1,1,0,3.71,Medium,6.927,2.01,4.604,1.482,2.639,10.816,1.47,0.896,0.34,0.442,1.047,3.71
Jigawa,Cowpea,Dry Season,Clay,Mixed,Drip,Yes,No,No,29.0,42.0,14,2,0,0,2.85,Low,6.764,2.007,4.607,1.668,2.588,10.728,1.233,0.166,0.064,0.69,1.023,1.425
Niger,Sorghum,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,18.8,84.6,14,4,0,1,3.12,High,7.118,2.031,3.547,1.725,1.887,10.362,1.812,0.438,0.232,0.222,1.276,0.78
Adamawa,Sorghum,Dry Season,Sandy,Rain-Fed,Drip,No,Yes,Yes,33.0,61.5,7,2,0,1,3.73,Low,6.679,2.018,4.467,1.306,2.688,10.866,1.047,1.194,0.444,0.537,1.03,1.865
Kaduna,Millet,Rainy Season,Loamy,Irrigation,Flood,No,No,No,28.2,66.7,3,6,0,1,2.98,Medium,6.737,1.967,4.712,2.292,2.526,11.092,1.511,1.914,0.758,0.423,1.009,0.497
Gombe,Rice,Rainy Season,Sandy,Rain-Fed,Drip,Yes,Yes,Yes,30.4,90.1,4,4,1,1,3.48,High,7.224,1.913,3.961,1.082,2.95,11.087,1.953,1.463,0.496,0.337,1.23,0.87
Gombe,Soybean,Dry Season,Loamy,Mixed,Drip,Yes,Yes,Yes,29.5,79.6,17,3,1,1,1.88,Medium,6.2,1.966,4.664,0.0,0.693,10.665,1.374,1.258,1.815,0.371,0.935,0.627
Jigawa,Millet,Dry Season,Clay,Rain-Fed,Sprinkler,Yes,Yes,Yes,23.7,62.9,17,1,1,0,3.32,Medium,6.459,1.907,4.157,0.086,2.934,10.72,1.364,0.948,0.323,0.377,1.065,3.32
Sokoto,Soybean,Rainy Season,Clay,Mixed,Flood,No,No,Yes,28.6,61.3,15,6,1,1,4.39,Medium,6.915,2.032,4.121,1.533,4.089,10.797,1.953,1.047,0.256,0.467,1.124,0.732
Kaduna,Sorghum,Dry Season,Loamy,Rain-Fed,Flood,No,No,No,25.1,42.6,19,3,1,1,4.17,Low,6.052,1.957,4.911,1.163,0.693,11.138,1.078,0.104,0.15,0.589,0.881,1.39
Taraba,Groundnut,Rainy Season,Sandy,Rain-Fed,None,No,Yes,Yes,22.6,97.6,0,4,0,1,2.47,Low,6.574,1.783,3.824,1.078,3.684,10.61,1.072,1.109,0.301,0.232,1.172,0.618
Zamfara,Rice,Rainy Season,Loamy,Rain-Fed,Flood,Yes,No,Yes,35.9,65.1,10,4,0,0,3.86,Medium,7.195,2.016,4.577,2.074,2.028,10.266,1.583,0.285,0.141,0.551,1.091,0.965
Yobe,Wheat,Dry Season,Clay,Mixed,Flood,Yes,Yes,Yes,34.3,63.5,6,5,1,1,1.88,Medium,6.727,2.069,4.67,1.726,3.025,10.933,1.406,2.17,0.717,0.54,0.998,0.376
Kebbi,Sorghum,Rainy Season,Loamy,Mixed,Drip,No,No,No,22.1,78.8,19,8,1,0,2.44,Low,6.972,2.012,2.95,1.409,3.27,10.722,0.626,0.751,0.23,0.28,1.405,0.305
Bauchi,Millet,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,34.9,78.7,7,3,1,1,1.9,High,6.9,2.081,4.776,1.384,3.418,10.659,1.953,0.916,0.268,0.443,1.006,0.633
Kano,Soybean,Rainy Season,Loamy,Rain-Fed,Flood,Yes,No,Yes,35.5,71.4,26,2,0,1,3.14,Medium,6.486,2.045,4.437,1.677,3.653,10.93,1.327,1.649,0.451,0.497,1.001,1.57
Yobe,Soybean,Rainy Season,Sandy,Rain-Fed,Flood,Yes,No,No,31.1,56.4,11,4,1,1,2.55,Low,6.626,2.052,4.602,1.708,2.815,11.208,1.03,0.982,0.349,0.551,0.996,0.638
Taraba,Sorghum,Rainy Season,Loamy,Irrigation,Drip,Yes,Yes,No,21.4,40.3,15,2,1,1,2.59,High,6.912,1.923,4.331,1.054,3.529,10.934,1.913,0.698,0.198,0.531,1.105,1.295
Taraba,Sorghum,Rainy Season,Loamy,Irrigation,Drip,Yes,No,Yes,19.7,73.7,5,4,1,0,3.98,High,6.833,2.061,4.225,1.468,2.485,10.746,1.953,0.329,0.132,0.267,1.087,0.995
Kebbi,Groundnut,Dry Season,Sandy,Irrigation,Flood,No,No,Yes,26.1,69.0,5,2,0,0,1.67,Low,6.806,1.878,4.996,1.338,2.901,10.874,0.875,1.135,0.391,0.378,0.99,0.835
Taraba,Groundnut,Rainy Season,Silt,Irrigation,Flood,No,No,No,21.1,67.4,12,3,1,0,4.95,Medium,6.775,2.032,4.397,1.515,2.603,10.868,1.792,2.145,0.824,0.313,1.054,1.65
Bauchi,Yam,Rainy Season,Sandy,Rain-Fed,Drip,Yes,No,Yes,33.2,71.5,5,1,1,0,1.37,Low,6.608,1.898,4.304,1.773,3.578,11.014,1.092,1.394,0.39,0.464,1.065,1.37
Niger,Millet,Rainy Season,Silt,Irrigation,Flood,Yes,No,No,30.9,63.9,25,8,1,0,3.03,Medium,6.902,2.035,4.011,1.105,3.314,10.762,1.442,1.235,0.373,0.484,1.142,0.379
Niger,Maize,Dry Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,28.9,73.1,18,5,1,0,4.36,High,7.168,2.036,4.377,1.209,3.118,10.545,1.705,1.235,0.396,0.395,1.118,0.872
Gombe,Millet,Rainy Season,Loamy,Mixed,Flood,Yes,Yes,Yes,28.29,89.2,25,6,0,0,3.21,Medium,7.076,1.971,4.439,1.278,2.885,10.723,1.564,0.593,0.206,0.317,1.104,0.535
Benue,Groundnut,Rainy Season,Sandy,Rain-Fed,Drip,Yes,Yes,No,31.2,72.2,17,5,1,0,1.25,Medium,6.375,2.029,4.434,1.876,3.592,10.624,1.338,1.115,0.31,0.432,0.986,0.25
Benue,Yam,Dry Season,Sandy,Irrigation,Sprinkler,Yes,Yes,No,24.6,72.7,4,4,0,0,1.79,Medium,7.02,1.79,4.41,1.308,3.418,10.589,1.356,1.815,0.531,0.338,1.132,0.448
Niger,Rice,Dry Season,Sandy,Rain-Fed,Flood,Yes,Yes,Yes,33.4,47.4,11,4,0,0,3.19,Medium,6.632,1.999,4.083,1.692,2.721,10.748,1.43,0.683,0.251,0.705,1.09,0.798
Katsina,Sorghum,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,38.8,75.5,17,4,0,0,1.9,Medium,6.806,2.12,4.519,1.705,2.588,10.879,1.456,2.17,0.838,0.514,1.025,0.475
Zamfara,Cowpea,Dry Season,Loamy,Irrigation,Flood,Yes,No,Yes,33.6,43.3,0,1,1,0,0.53,Medium,7.008,1.957,4.589,1.716,3.054,11.254,1.502,0.92,0.301,0.776,1.071,0.53
Kaduna,Millet,Dry Season,Loamy,Mixed,Sprinkler,No,Yes,Yes,25.3,62.2,13,2,1,0,0.23,Medium,6.782,1.939,4.146,1.235,3.011,10.427,1.389,0.419,0.139,0.407,1.115,0.115
Yobe,Millet,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,No,Yes,26.4,75.1,6,2,0,0,3.42,Low,6.087,2.004,4.896,0.0,3.547,11.04,1.044,0.344,0.097,0.352,0.882,1.71
Jigawa,Cassava,Rainy Season,Sandy,Mixed,Drip,Yes,No,No,23.9,53.6,18,7,0,0,2.9,Low,6.875,2.107,4.373,1.917,2.874,11.053,0.732,0.47,0.164,0.446,1.061,0.414
Zamfara,Groundnut,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,32.6,80.7,26,3,0,0,1.95,Medium,6.787,2.029,4.293,1.797,3.318,11.045,1.686,0.952,0.287,0.404,1.074,0.65
Jigawa,Cowpea,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,29.9,80.1,9,6,0,1,0.9,Low,6.158,1.981,4.362,1.545,3.285,10.921,1.128,0.94,0.286,0.373,0.971,0.15
Plateau,Wheat,Rainy Season,Clay,Rain-Fed,Sprinkler,No,No,Yes,33.8,80.5,14,1,1,0,2.96,Low,6.238,2.036,4.315,1.353,3.019,10.656,1.105,0.892,0.295,0.42,0.982,2.96
Taraba,Cassava,Dry Season,Clay,Irrigation,Sprinkler,Yes,Yes,No,28.8,64.6,9,1,0,0,2.98,Medium,6.924,1.921,4.91,1.278,2.97,10.69,1.144,1.969,0.663,0.446,1.014,2.98
Kano,Maize,Rainy Season,Loamy,Irrigation,Sprinkler,No,Yes,No,29.5,31.1,4,4,1,1,4.03,Medium,6.362,1.829,4.009,1.573,2.549,10.979,1.278,0.88,0.345,0.949,1.09,1.008
Taraba,Millet,Rainy Season,Sandy,Irrigation,Drip,Yes,Yes,Yes,30.3,91.1,15,5,1,1,4.09,High,7.121,1.85,4.323,1.735,3.484,10.689,1.953,0.399,0.115,0.333,1.154,0.818
Zamfara,Yam,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,24.1,54.6,0,4,0,0,3.67,Medium,6.65,1.934,0.0,0.519,3.74,10.849,1.488,0.113,0.03,0.441,3.438,0.918
Gombe,Yam,Rainy Season,Loamy,Irrigation,Flood,No,No,No,28.3,56.1,9,4,0,1,1.99,Medium,6.68,2.022,4.608,1.44,2.632,10.769,1.554,1.758,0.668,0.504,1.008,0.498
Niger,Wheat,Rainy Season,Sandy,Mixed,Flood,No,Yes,No,27.6,59.9,21,5,0,1,3.37,Medium,7.012,2.011,4.49,2.053,2.58,11.11,1.454,1.504,0.583,0.461,1.079,0.674
Jigawa,Soybean,Dry Season,Loamy,Irrigation,Drip,Yes,No,Yes,23.3,78.9,13,7,1,0,4.47,High,6.988,1.785,4.071,1.71,0.693,11.094,1.8,1.138,1.642,0.295,1.193,0.639
Adamawa,Cassava,Rainy Season,Sandy,Rain-Fed,Drip,Yes,No,Yes,21.5,78.7,16,2,0,0,2.45,Medium,7.338,1.956,4.749,1.506,2.434,10.956,1.442,0.412,0.169,0.273,1.094,1.225
Kebbi,Cassava,Dry Season,Loamy,Rain-Fed,Flood,Yes,No,No,27.9,64.9,23,8,1,1,2.26,Medium,6.499,1.91,4.559,1.818,2.688,10.819,1.528,1.131,0.421,0.43,1.005,0.282
Plateau,Yam,Rainy Season,Clay,Rain-Fed,Flood,Yes,No,No,30.3,49.6,0,2,1,0,4.19,Low,6.808,1.944,4.484,1.058,2.219,10.932,1.154,0.678,0.306,0.611,1.059,2.095
Niger,Yam,Rainy Season,Loamy,Rain-Fed,Flood,No,No,No,27.3,67.0,14,5,1,1,1.63,Low,6.538,1.915,4.514,0.956,3.381,10.683,1.235,0.784,0.232,0.407,1.017,0.326
Zamfara,Sorghum,Rainy Season,Sandy,Irrigation,Flood,Yes,Yes,Yes,26.4,59.7,13,5,1,0,2.16,High,6.876,1.914,4.573,1.989,2.61,10.904,1.787,0.798,0.306,0.442,1.06,0.432
Gombe,Yam,Rainy Season,Loamy,Rain-Fed,Flood,Yes,No,Yes,28.1,55.9,8,1,1,1,5.56,High,6.797,1.802,4.898,1.627,3.281,10.472,1.883,1.719,0.524,0.503,1.014,5.56
Kebbi,Groundnut,Dry Season,Silt,Rain-Fed,Drip,Yes,No,Yes,24.9,70.8,11,2,1,1,1.64,Medium,6.558,2.001,5.099,1.654,2.667,10.561,1.625,1.479,0.555,0.352,0.924,0.82
Bauchi,Yam,Dry Season,Silt,Irrigation,Flood,Yes,Yes,Yes,30.5,55.9,9,2,1,1,2.03,High,6.887,2.014,4.49,0.02,2.351,10.551,1.875,0.095,0.04,0.546,1.059,1.015
Kano,Cassava,Rainy Season,Loamy,Rain-Fed,Flood,No,No,Yes,29.2,75.1,12,2,1,1,2.47,Medium,6.642,1.893,4.942,1.3,3.122,11.049,1.486,1.047,0.335,0.389,0.972,1.235
Adamawa,Sorghum,Rainy Season,Loamy,Irrigation,None,Yes,No,Yes,24.8,99.0,1,5,0,1,2.82,Medium,6.427,2.088,4.589,0.761,3.357,10.883,1.472,1.621,0.483,0.251,0.963,0.564
Jigawa,Maize,Rainy Season,Clay,Irrigation,Flood,Yes,No,Yes,30.3,45.6,29,7,1,0,3.15,Medium,6.15,1.952,3.603,0.948,3.035,11.016,1.671,0.095,0.031,0.664,1.107,0.45
Zamfara,Cassava,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,26.3,62.7,14,2,1,1,3.29,Medium,6.427,2.185,2.856,1.327,3.203,10.805,1.418,0.095,0.03,0.419,1.275,1.645
Yobe,Yam,Dry Season,Loamy,Rain-Fed,Drip,Yes,Yes,Yes,30.1,76.5,3,6,0,1,2.06,Medium,7.272,1.766,4.054,1.656,3.246,11.238,1.5,1.454,0.448,0.393,1.249,0.343
Kaduna,Yam,Rainy Season,Sandy,Irrigation,Drip,Yes,No,Yes,27.2,79.7,20,1,0,1,2.27,Medium,7.008,2.105,2.361,0.27,2.996,10.779,1.157,0.519,0.173,0.341,1.569,2.27
Sokoto,Yam,Rainy Season,Silt,Mixed,Drip,Yes,No,Yes,28.4,29.1,16,3,0,1,3.57,Medium,7.022,1.833,4.352,0.0,2.929,11.233,1.433,0.113,0.039,0.976,1.135,1.19
Kebbi,Sorghum,Dry Season,Loamy,Irrigation,Sprinkler,Yes,Yes,No,23.2,32.9,4,6,0,0,3.17,High,6.867,2.053,5.169,1.526,2.61,11.056,1.953,1.348,0.516,0.705,0.951,0.528
Zamfara,Millet,Rainy Season,Loamy,Rain-Fed,Flood,No,Yes,Yes,27.1,58.0,23,3,1,0,1.37,Medium,6.767,2.049,4.552,1.98,2.262,11.182,1.554,1.182,0.523,0.467,1.025,0.457
Gombe,Sorghum,Rainy Season,Sandy,Mixed,Sprinkler,Yes,No,No,34.7,81.5,1,5,1,1,2.01,Low,6.837,1.651,4.998,1.411,0.693,10.938,0.713,0.166,0.24,0.426,1.028,0.402
Niger,Rice,Dry Season,Silt,Irrigation,Flood,No,No,Yes,33.8,65.9,15,2,0,1,2.39,Low,6.496,1.773,4.486,1.825,3.586,10.581,0.912,1.078,0.301,0.513,1.038,1.195
Kaduna,Groundnut,Dry Season,Clay,Rain-Fed,Drip,Yes,No,Yes,29.0,65.0,5,4,1,1,1.89,Medium,6.97,2.195,0.0,2.02,3.063,11.194,1.449,1.812,0.592,0.446,3.175,0.472
Katsina,Cowpea,Rainy Season,Loamy,Mixed,Flood,Yes,Yes,Yes,25.4,70.2,16,6,1,0,2.52,Medium,6.675,1.974,4.343,1.858,0.693,11.162,1.635,0.285,0.411,0.362,1.057,0.42
Kebbi,Groundnut,Dry Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,27.1,62.9,10,2,0,0,3.81,Medium,6.785,1.905,4.272,1.376,2.708,11.13,1.497,0.223,0.082,0.431,1.098,1.905
Adamawa,Yam,Rainy Season,Clay,Irrigation,None,Yes,No,Yes,29.7,69.4,10,1,0,0,3.16,Medium,6.5,2.029,3.949,1.099,2.885,10.538,1.593,0.457,0.158,0.428,1.087,3.16
Kaduna,Cowpea,Dry Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,25.5,76.8,12,4,0,0,4.7,Medium,6.326,1.826,4.165,1.502,0.693,11.116,1.348,2.17,3.131,0.332,1.056,1.175
Gombe,Maize,Dry Season,Clay,Mixed,Drip,Yes,No,Yes,23.8,49.8,12,3,0,0,0.7,Low,7.098,2.135,4.277,2.271,2.98,11.211,1.206,0.908,0.305,0.478,1.107,0.233
Niger,Soybean,Dry Season,Clay,Rain-Fed,Sprinkler,No,No,Yes,26.2,68.4,13,3,1,0,3.52,Medium,7.149,2.001,4.731,1.723,2.079,11.134,1.423,2.17,1.044,0.383,1.062,1.173
Zamfara,Cassava,Rainy Season,Clay,Rain-Fed,Sprinkler,No,No,Yes,18.8,40.2,9,1,1,1,2.42,Low,6.19,2.008,4.29,1.182,2.76,10.638,1.058,1.428,0.517,0.468,0.983,2.42
Taraba,Millet,Dry Season,Loamy,Mixed,Flood,No,Yes,No,31.2,89.1,12,2,1,1,2.71,Medium,6.765,2.094,4.477,0.365,2.603,9.852,1.399,1.065,0.409,0.35,1.03,1.355
Kano,Soybean,Dry Season,Clay,Rain-Fed,Flood,Yes,No,Yes,20.2,43.9,6,4,1,1,2.19,Medium,6.47,1.881,4.022,1.477,0.693,10.583,1.401,1.247,1.799,0.46,1.096,0.548
Gombe,Sorghum,Dry Season,Clay,Mixed,Flood,Yes,Yes,Yes,26.9,63.1,19,3,1,0,0.2,Medium,6.923,2.012,4.321,1.964,2.38,11.472,1.278,2.17,0.912,0.426,1.093,0.067
Adamawa,Rice,Dry Season,Sandy,Irrigation,Drip,Yes,Yes,Yes,22.6,31.8,21,3,0,0,2.63,Medium,6.934,1.992,4.454,0.626,2.407,10.925,1.564,0.182,0.076,0.711,1.076,0.877
Yobe,Wheat,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,22.7,89.4,10,1,1,0,2.23,High,6.949,1.977,4.089,1.831,3.19,11.232,1.863,0.588,0.184,0.254,1.146,2.23
Taraba,Groundnut,Dry Season,Sandy,Rain-Fed,Flood,No,Yes,No,28.7,61.5,11,4,1,0,1.16,Low,6.989,1.957,4.234,1.275,2.991,11.236,0.92,2.17,0.726,0.467,1.129,0.29
